"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"Seveso-Milano Rogoredo","45.4594809978797","9.22396965966341","20",""
"Seveso-Milano Rogoredo","45.433611","9.239167","21",""
"Treviglio-Gallarate","45.515403","9.588693","1",""
"Treviglio-Gallarate","45.514459","9.5129","2",""
"Treviglio-Gallarate","45.51267","9.480203","3",""
"Treviglio-Gallarate","45.508509","9.456332","4",""
"Treviglio-Gallarate","45.502066","9.419199","5",""
"Treviglio-Gallarate","45.494163","9.375522","6",""
"Treviglio-Gallarate","45.48613","9.329495","7",""
"Treviglio-Gallarate","45.48078","9.298553","8",""
"Treviglio-Gallarate","45.4558103778789","9.23683413881649","9",""
"Treviglio-Gallarate","45.4594809978797","9.22396965966341","10",""
"Treviglio-Gallarate","45.467844","9.217368","11",""
"Treviglio-Gallarate","45.475495","9.206114","12",""
"Treviglio-Gallarate","45.47882","9.197123","13",""
"Treviglio-Gallarate","45.484597","9.187596","14",""
"Treviglio-Gallarate","45.494969","9.176191","15",""
"Treviglio-Gallarate","45.502019","9.15093","16",""
"Treviglio-Gallarate","45.506768","9.136441","17",""
"Treviglio-Gallarate","45.521173","9.088161","18",""
"Treviglio-Gallarate","45.52413","9.043471","19",""
"Treviglio-Gallarate","45.52541","8.995719","20",""
"Treviglio-Gallarate","45.552763","8.946363","21",""
"Treviglio-Gallarate","45.569324","8.926713","22",""
"Treviglio-Gallarate","45.593707","8.910805","23",""
"Treviglio-Gallarate","45.616122","8.864852","24",""
"Treviglio-Gallarate","45.659638","8.798311","25",""
"Treviglio-Milano Certosa","45.515403","9.588693","1",""
"Treviglio-Milano Certosa","45.514459","9.5129","2",""
"Treviglio-Milano Certosa","45.51267","9.480203","3",""
"Treviglio-Milano Certosa","45.508509","9.456332","4",""
"Treviglio-Milano Certosa","45.502066","9.419199","5",""
"Treviglio-Milano Certosa","45.494163","9.375522","6",""
"Treviglio-Milano Certosa","45.48613","9.329495","7",""
"Treviglio-Milano Certosa","45.48078","9.298553","8",""
"Treviglio-Milano Certosa","45.4558103778789","9.23683413881649","9",""
"Treviglio-Milano Certosa","45.4594809978797","9.22396965966341","10",""
"Treviglio-Milano Certosa","45.467844","9.217368","11",""
"Treviglio-Milano Certosa","45.475495","9.206114","12",""
"Treviglio-Milano Certosa","45.47882","9.197123","13",""
"Treviglio-Milano Certosa","45.484597","9.187596","14",""
"Treviglio-Milano Certosa","45.494969","9.176191","15",""
"Treviglio-Milano Certosa","45.502019","9.15093","16",""
"Treviglio-Milano Certosa","45.506768","9.136441","17",""
"Treviglio-Novara","45.515403","9.588693","1",""
"Treviglio-Novara","45.514459","9.5129","2",""
"Treviglio-Novara","45.51267","9.480203","3",""
"Treviglio-Novara","45.508509","9.456332","4",""
"Treviglio-Novara","45.502066","9.419199","5",""
"Treviglio-Novara","45.494163","9.375522","6",""
"Treviglio-Novara","45.48613","9.329495","7",""
"Treviglio-Novara","45.48078","9.298553","8",""
"Treviglio-Novara","45.4558103778789","9.23683413881649","9",""
"Treviglio-Novara","45.4594809978797","9.22396965966341","10",""
"Treviglio-Novara","45.467844","9.217368","11",""
"Treviglio-Novara","45.475495","9.206114","12",""
"Treviglio-Novara","45.47882","9.197123","13",""
"Treviglio-Novara","45.484597","9.187596","14",""
"Treviglio-Novara","45.494969","9.176191","15",""
"Treviglio-Novara","45.502019","9.15093","16",""
"Treviglio-Novara","45.506768","9.136441","17",""
"Treviglio-Novara","45.521173","9.088161","18",""
"Treviglio-Novara","45.52413","9.043471","19",""
"Treviglio-Novara","45.510061","9.002774","20",""
"Treviglio-Novara","45.490953","8.947203","21",""
"Treviglio-Novara","45.481218","8.918128","22",""
"Treviglio-Novara","45.468165","8.880679","23",""
"Treviglio-Novara","45.428679","8.739417","24",""
"Treviglio-Novara","45.450799","8.625212","25",""
"Treviglio-Rho","45.515403","9.588693","1",""
"Treviglio-Rho","45.514459","9.5129","2",""
"Treviglio-Rho","45.51267","9.480203","3",""
"Treviglio-Rho","45.508509","9.456332","4",""
"Treviglio-Rho","45.502066","9.419199","5",""
"Treviglio-Rho","45.494163","9.375522","6",""
"Treviglio-Rho","45.48613","9.329495","7",""
"Treviglio-Rho","45.48078","9.298553","8",""
"Treviglio-Rho","45.4558103778789","9.23683413881649","9",""
"Treviglio-Rho","45.4594809978797","9.22396965966341","10",""
"Treviglio-Rho","45.467844","9.217368","11",""
"Treviglio-Rho","45.475495","9.206114","12",""
"Treviglio-Rho","45.47882","9.197123","13",""
"Treviglio-Rho","45.484597","9.187596","14",""
"Treviglio-Rho","45.494969","9.176191","15",""
"Treviglio-Rho","45.502019","9.15093","16",""
"Treviglio-Rho","45.506768","9.136441","17",""
"Treviglio-Rho","45.521173","9.088161","18",""
"Treviglio-Rho","45.52413","9.043471","19",""
"Treviglio-Varese","45.515403","9.588693","1",""
"Treviglio-Varese","45.514459","9.5129","2",""
"Treviglio-Varese","45.51267","9.480203","3",""
"Treviglio-Varese","45.508509","9.456332","4",""
"Treviglio-Varese","45.502066","9.419199","5",""
"Treviglio-Varese","45.494163","9.375522","6",""
"Treviglio-Varese","45.48613","9.329495","7",""
"Treviglio-Varese","45.48078","9.298553","8",""
"Treviglio-Varese","45.4558103778789","9.23683413881649","9",""
"Treviglio-Varese","45.4594809978797","9.22396965966341","10",""
"Treviglio-Varese","45.467844","9.217368","11",""
"Treviglio-Varese","45.475495","9.206114","12",""
"Treviglio-Varese","45.47882","9.197123","13",""
"Treviglio-Varese","45.484597","9.187596","14",""
"Treviglio-Varese","45.494969","9.176191","15",""
"Treviglio-Varese","45.502019","9.15093","16",""
"Treviglio-Varese","45.506768","9.136441","17",""
"Treviglio-Varese","45.521173","9.088161","18",""
"Treviglio-Varese","45.52413","9.043471","19",""
"Treviglio-Varese","45.52541","8.995719","20",""
"Treviglio-Varese","45.552763","8.946363","21",""
"Treviglio-Varese","45.569324","8.926713","22",""
"Treviglio-Varese","45.593707","8.910805","23",""
"Treviglio-Varese","45.616122","8.864852","24",""
"Treviglio-Varese","45.659638","8.798311","25",""
"Treviglio-Varese","45.698192","8.803734","26",""
"Treviglio-Varese","45.723255","8.806132","27",""
"Treviglio-Varese","45.745227","8.810531","28",""
"Treviglio-Varese","45.778696","8.824688","29",""
"Treviglio-Varese","45.816218","8.832965","30",""
"Varese-Pioltello","45.816218","8.832965","1",""
"Varese-Pioltello","45.778696","8.824688","2",""
"Varese-Pioltello","45.745227","8.810531","3",""
"Varese-Pioltello","45.723255","8.806132","4",""
"Varese-Pioltello","45.698192","8.803734","5",""
"Varese-Pioltello","45.659638","8.798311","6",""
"Varese-Pioltello","45.616122","8.864852","7",""
"Varese-Pioltello","45.593707","8.910805","8",""
"Varese-Pioltello","45.569324","8.926713","9",""
"Varese-Pioltello","45.552763","8.946363","10",""
"Varese-Pioltello","45.52541","8.995719","11",""
"Varese-Pioltello","45.52413","9.043471","12",""
"Varese-Pioltello","45.521173","9.088161","13",""
"Varese-Pioltello","45.506768","9.136441","14",""
"Varese-Pioltello","45.502019","9.15093","15",""
"Varese-Pioltello","45.494969","9.176191","16",""
"Varese-Pioltello","45.484597","9.187596","17",""
"Varese-Pioltello","45.47882","9.197123","18",""
"Varese-Pioltello","45.475495","9.206114","19",""
"Varese-Pioltello","45.467844","9.217368","20",""
"Varese-Pioltello","45.4594809978797","9.22396965966341","21",""
"Varese-Pioltello","45.4558103778789","9.23683413881649","22",""
"Varese-Pioltello","45.48078","9.298553","23",""
"Varese-Pioltello","45.48613","9.329495","24",""
"Varese-Treviglio","45.816218","8.832965","1",""
"Varese-Treviglio","45.778696","8.824688","2",""
"Varese-Treviglio","45.745227","8.810531","3",""
"Varese-Treviglio","45.723255","8.806132","4",""
"Varese-Treviglio","45.698192","8.803734","5",""
"Varese-Treviglio","45.659638","8.798311","6",""
"Varese-Treviglio","45.616122","8.864852","7",""
"Varese-Treviglio","45.593707","8.910805","8",""
"Varese-Treviglio","45.569324","8.926713","9",""
"Varese-Treviglio","45.552763","8.946363","10",""
"Varese-Treviglio","45.52541","8.995719","11",""
"Varese-Treviglio","45.52413","9.043471","12",""
"Varese-Treviglio","45.521173","9.088161","13",""
"Varese-Treviglio","45.506768","9.136441","14",""
"Varese-Treviglio","45.502019","9.15093","15",""
"Varese-Treviglio","45.494969","9.176191","16",""
"Varese-Treviglio","45.484597","9.187596","17",""
"Varese-Treviglio","45.47882","9.197123","18",""
"Varese-Treviglio","45.475495","9.206114","19",""
"Varese-Treviglio","45.467844","9.217368","20",""
"Varese-Treviglio","45.4594809978797","9.22396965966341","21",""
"Varese-Treviglio","45.4558103778789","9.23683413881649","22",""
"Varese-Treviglio","45.48078","9.298553","23",""
"Varese-Treviglio","45.48613","9.329495","24",""
"Varese-Treviglio","45.494163","9.375522","25",""
"Varese-Treviglio","45.502066","9.419199","26",""
"Varese-Treviglio","45.508509","9.456332","27",""
"Varese-Treviglio","45.51267","9.480203","28",""
"Varese-Treviglio","45.514459","9.5129","29",""
"Varese-Treviglio","45.515403","9.588693","30",""
